Cell_ID,frame_i,time_seconds,time_minutes,cell_cycle_stage,generation_num,relative_ID,emerg_frame_i,division_frame_i,bf_mean,bf_median,bf_max,bf_min,bf_CV,cell_area_um2,cell_vol_vox,major_axis_length,minor_axis_length,equivalent_diameter,solidity,extent,velocity_pixel,velocity_um,x_centroid,y_centroid,moments,inertia_tensor,euler_number
1,5,900.0,15.0,G1,2,-1,-1,-1,3018.1817613991257,2688.0,9966.0,1323.0,0.4329779117134671,1601.0,45760.6328125,47.44725694977417,42.99535312929334,45.14926922023208,0.984019668100799,0.8085858585858586,0.7721053224430677,0.7721053224430677,352,268,0.0,0.0,1
2,5,900.0,15.0,G1,2,-1,-1,-1,3024.0459905660377,2645.0,9172.0,1026.0,0.502367074257571,2544.0,84759.8828125,64.81473273704307,50.01649387725176,56.913279661308,0.9826187717265352,0.7562425683709869,0.1413278089598824,0.1413278089598824,300,277,0.0,0.0,1
3,5,900.0,15.0,G1,2,-1,-1,-1,3127.397,2975.5,6800.0,1693.0,0.25999776686128,1000.0,22406.39453125,38.04960327956052,33.5744668798785,35.682482323055424,0.9727626459143968,0.7974481658692185,0.7557615719140746,0.7557615719140746,301,326,0.0,0.0,1
1,6,1080.0,18.0,G1,2,-1,-1,-1,3042.1022031823745,2685.0,9503.0,1293.0,0.4295782488422571,1634.0,47163.4375,47.99856225302059,43.37533069810314,45.61220687598064,0.9813813813813814,0.8073122529644269,0.4601303937223683,0.4601303937223683,353,268,0.0,0.0,1
2,6,1080.0,18.0,G1,2,-1,-1,-1,3054.7928599450765,2611.0,10246.0,1050.0,0.5124234503095895,2549.0,85175.234375,64.7421161869411,50.17117922889515,56.96918113796204,0.98000768935025,0.7448860315604909,0.1526247189237169,0.1526247189237169,300,277,0.0,0.0,1
3,6,1080.0,18.0,G1,2,-1,-1,-1,3149.43100189036,2923.5,7422.0,1580.0,0.2738461361134664,1058.0,24338.8828125,39.27301261048839,34.46819363329252,36.70268979693181,0.9733210671573136,0.7978883861236803,0.4510477025364848,0.4510477025364848,301,327,0.0,0.0,1
1,7,1260.0,21.0,G1,2,-1,-1,-1,3045.286760219646,2688.0,9835.0,1177.0,0.4244666181681421,1639.0,47364.90234375,48.04916956480885,43.45551534593134,45.68193968978257,0.9802631578947368,0.7917874396135266,0.3059818181019061,0.3059818181019061,353,267,0.0,0.0,1
2,7,1260.0,21.0,G1,2,-1,-1,-1,3014.6596671949287,2605.5,9752.0,1063.0,0.4972708043349758,2524.0,84115.234375,64.3564085756674,49.98184749956931,56.68912250962746,0.9828660436137072,0.7502972651605232,0.1179959305045684,0.1179959305045684,300,277,0.0,0.0,1
3,7,1260.0,21.0,G1,2,-1,-1,-1,3111.8436944937835,2926.5,6943.0,1683.0,0.2712129136256588,1126.0,27023.234375,40.05097704584709,35.90872311155527,37.86380497746883,0.9774305555555556,0.8249084249084249,0.2799996835827402,0.2799996835827402,301,327,0.0,0.0,1
1,8,1440.0,24.0,G1,2,-1,-1,-1,3138.3471223021584,2741.5,9606.0,1428.0,0.4366403241146752,1668.0,48504.34765625,48.64237915715961,43.70622692219462,46.08430926701898,0.9800235017626322,0.7886524822695036,0.480123014383152,0.480123014383152,353,267,0.0,0.0,1
2,8,1440.0,24.0,G1,2,-1,-1,-1,3097.52334248725,2652.0,10225.0,1027.0,0.5172140425009687,2549.0,85186.3671875,64.79025056089006,50.13331636913052,56.96918113796204,0.9834104938271604,0.7577288941736029,0.3345946395922675,0.3345946395922675,300,277,0.0,0.0,1
3,8,1440.0,24.0,G1,2,-1,-1,-1,3185.5521885521885,2895.0,8239.0,1512.0,0.304488178365725,1188.0,29308.357421875,41.11364297582457,36.93489365928816,38.89226888657144,0.9761709120788824,0.8048780487804879,0.3732791966463475,0.3732791966463475,301,327,0.0,0.0,1
1,9,1620.0,27.0,G1,2,-1,-1,-1,3141.982809721399,2722.0,9745.0,1321.0,0.4284319011644185,1687.0,49347.3203125,48.95055725428302,43.91749238912093,46.34603663710868,0.9791062100986652,0.7802960222016652,0.2480386620569549,0.2480386620569549,353,267,0.0,0.0,1
2,9,1620.0,27.0,G1,2,-1,-1,-1,3056.100234925607,2591.0,9522.0,987.0,0.5186055336851098,2554.0,85729.6484375,64.61956569402858,50.37823688149076,57.02502781457985,0.9826856483262794,0.7592152199762188,0.1238863675178466,0.1238863675178466,300,277,0.0,0.0,1
3,9,1620.0,27.0,G1,2,-1,-1,-1,3126.172051696284,2838.0,8342.0,1608.0,0.3146325181088197,1238.0,31498.357421875,41.45343385647484,38.17956297107924,39.702273944726784,0.9709803921568628,0.7946084724005135,0.2675687560591516,0.2675687560591516,301,327,0.0,0.0,1
1,10,1800.0,30.0,G1,2,-1,-1,-1,3095.2303066746845,2731.0,8847.0,1465.0,0.4054763777862614,1663.0,48138.3828125,48.76138686430762,43.47131480529175,46.01518622036181,0.9805424528301888,0.7862884160756501,0.4395562911825087,0.4395562911825087,353,266,0.0,0.0,1
2,10,1800.0,30.0,G1,2,-1,-1,-1,3056.973270440252,2589.5,10808.0,912.0,0.5174465214525948,2544.0,85327.9453125,64.45673956495786,50.313038472496935,56.913279661308,0.979591836734694,0.7434248977206313,0.6574477183986492,0.6574477183986492,299,276,0.0,0.0,1
3,10,1800.0,30.0,G1,2,-1,-1,-1,3199.640850417616,2885.0,7626.0,1644.0,0.3255932329287689,1317.0,34325.16796875,43.04255191660364,39.0653066828728,40.94943809646488,0.9784546805349182,0.8040293040293041,0.2655377344647321,0.2655377344647321,301,327,0.0,0.0,1
1,11,1980.0,33.0,G1,2,-1,-1,-1,3135.6578171091446,2777.0,9773.0,1242.0,0.4161150641061658,1695.0,49531.0078125,49.27832670689296,43.85739825504797,46.45579649867281,0.9803354540196646,0.7847222222222222,0.8934399256000047,0.8934399256000047,353,266,0.0,0.0,1
2,11,1980.0,33.0,G1,2,-1,-1,-1,3023.9571372394807,2610.0,10541.0,1107.0,0.5118647382925275,2543.0,84641.6875,64.9048663746407,49.95027167973271,56.90209277576282,0.9792067770504428,0.7305372019534616,0.4495702911324192,0.4495702911324192,300,276,0.0,0.0,1
3,11,1980.0,33.0,G1,2,-1,-1,-1,3196.2056686046512,2826.0,8483.0,1730.0,0.3517970988555686,1376.0,36968.00390625,43.66217621654655,40.269204418490695,41.85663165563593,0.9738145789101204,0.7818181818181819,0.3636295534148154,0.3636295534148154,301,328,0.0,0.0,1
1,12,2160.0,36.0,G1,2,-1,-1,-1,3086.7555422408627,2766.0,9089.0,1426.0,0.3968453411979629,1669.0,48316.21484375,48.95144398519434,43.44755575701832,46.09812143854657,0.981764705882353,0.7902462121212122,0.3932229684165946,0.3932229684165946,353,266,0.0,0.0,1
2,12,2160.0,36.0,G1,2,-1,-1,-1,3094.8796875,2656.5,11021.0,1041.0,0.5236420961256777,2560.0,84969.609375,65.60019466066247,49.76749746315269,57.09197171688868,0.9774723176785032,0.7231638418079096,0.4628943197740615,0.4628943197740615,300,277,0.0,0.0,1
3,12,2160.0,36.0,G1,2,-1,-1,-1,3238.757363253857,2826.5,8972.0,1648.0,0.3656392881248585,1426.0,39047.9140625,44.48204611067448,40.957277716731625,42.61032258493641,0.9787234042553192,0.8102272727272727,0.5259475955463481,0.5259475955463481,301,328,0.0,0.0,1
1,13,2340.0,39.0,G1,2,-1,-1,-1,3142.467256637168,2768.0,10106.0,1479.0,0.4157685369885467,1695.0,49781.71875,49.02832346529246,44.05293248123849,46.45579649867281,0.9831786542923434,0.8025568181818182,0.1610778136647611,0.1610778136647611,353,266,0.0,0.0,1
2,13,2340.0,39.0,G1,2,-1,-1,-1,3051.8188575899844,2591.5,11507.0,1019.0,0.5369465498094249,2556.0,84411.375,65.8620210970882,49.49462189047824,57.04735117727269,0.9808135072908672,0.7220338983050848,0.1278448732745266,0.1278448732745266,300,277,0.0,0.0,1
3,13,2340.0,39.0,G1,2,-1,-1,-1,3310.3900273224044,2882.0,8699.0,1808.0,0.3679714705825136,1464.0,40537.24609375,45.147232101627175,41.43008379269109,43.17432910297829,0.9727574750830564,0.7934959349593496,0.2763818961044191,0.2763818961044191,301,328,0.0,0.0,1
1,14,2520.0,42.0,G1,2,-1,-1,-1,3206.8731988472623,2762.0,10825.0,1317.0,0.4490853046070099,1735.0,50976.8515625,50.19618036559832,44.071345390299214,47.00075116543891,0.9774647887323944,0.7711111111111111,0.6135837246434918,0.6135837246434918,353,266,0.0,0.0,1
2,14,2520.0,42.0,G1,2,-1,-1,-1,3065.351477449456,2595.5,13499.0,1135.0,0.5474147350140164,2572.0,85887.765625,65.61689093560983,50.014853625883845,57.22562458426154,0.9794364051789796,0.7265536723163842,0.4250366792992829,0.4250366792992829,299,277,0.0,0.0,1
3,14,2520.0,42.0,G1,2,-1,-1,-1,3359.0835016835017,2906.0,9121.0,1831.0,0.383546361339185,1485.0,41481.25,45.36697567793564,41.81582465568573,43.4828785147869,0.9705882352941176,0.7857142857142857,0.6924869930885699,0.6924869930885699,300,329,0.0,0.0,1
1,15,2700.0,45.0,G1,2,-1,-1,-1,3227.8423188405795,2813.0,10440.0,1455.0,0.4388749716326956,1725.0,50608.46875,49.92938404967077,44.033108562447865,46.865106579076034,0.9751271905031093,0.7666666666666667,0.2227965575523133,0.2227965575523133,353,266,0.0,0.0,1
2,15,2700.0,45.0,G1,2,-1,-1,-1,3175.630857142857,2615.0,13409.0,976.0,0.5752352985864582,2625.0,88363.71875,66.3208929055056,50.47844554233669,57.81222885281108,0.981675392670157,0.7415254237288136,0.5760450937026308,0.5760450937026308,299,277,0.0,0.0,1
3,15,2700.0,45.0,G1,2,-1,-1,-1,3438.2034689793195,3029.0,9305.0,1798.0,0.3777898184086147,1499.0,42111.6015625,45.51885953098563,42.069037399748034,43.68736748258024,0.9740090968161144,0.7931216931216931,0.2739382909219602,0.2739382909219602,300,329,0.0,0.0,1
1,16,2880.0,48.0,G1,2,-1,-1,-1,3321.4887514060742,2809.5,12038.0,1486.0,0.468234411239837,1778.0,53242.015625,50.491635571332914,44.91290908594846,47.579616544683496,0.9785360484314805,0.7730434782608696,0.1756769298499247,0.1756769298499247,352,266,0.0,0.0,1
2,16,2880.0,48.0,G1,2,-1,-1,-1,3152.886566008517,2638.0,11794.0,1018.0,0.5676733959742776,2583.0,86134.9375,66.02321480889867,49.90564965386721,57.34786608105768,0.9791508718726308,0.7175,0.6845555764168595,0.6845555764168595,298,277,0.0,0.0,1
3,16,2880.0,48.0,G1,2,-1,-1,-1,3453.202262142382,3053.0,9725.0,1862.0,0.3678109457707856,1503.0,42088.7265625,45.77809540056179,41.92408768597956,43.74561733176193,0.980430528375734,0.8146341463414634,0.9576064745681482,0.9576064745681482,299,330,0.0,0.0,1
1,17,3060.0,51.0,S,2,4,-1,17,3295.82223476298,2756.0,11624.0,1532.0,0.488976962972874,1772.0,52892.19140625,50.41310547088694,44.80488763303386,47.49926813405348,0.9795467108899945,0.7875555555555556,0.1885688733638439,0.1885688733638439,352,265,0.0,0.0,1
2,17,3060.0,51.0,G1,2,-1,-1,-1,3281.759126834776,2676.0,12359.0,1035.0,0.5946314574963629,2657.0,89305.828125,67.37300965466595,50.301611240263256,58.16354073095385,0.984074074074074,0.7382606279522089,0.6286469579924837,0.6286469579924837,298,277,0.0,0.0,1
3,17,3060.0,51.0,G1,2,-1,-1,-1,3504.70189171559,3057.0,9312.0,1613.0,0.3786919932108136,1533.0,43513.8203125,46.0341625215257,42.50177745814916,44.1800432557394,0.9783024888321634,0.8111111111111111,0.4867708840344718,0.4867708840344718,299,330,0.0,0.0,1
4,17,3060.0,51.0,S,0,1,17,-1,3417.532894736842,3177.5,7222.0,1846.0,0.3030697015260659,152.0,1226.4259033203125,15.928063260394769,12.342430147110306,13.911592676604096,0.9559748427672956,0.7238095238095238,0.0,0.0,321,252,0.0,0.0,1
1,18,3240.0,54.0,S,2,4,-1,17,3325.6467633928573,2740.5,11639.0,1553.0,0.4988929978497878,1792.0,53912.75,50.54306429168861,45.190603714971296,47.76657057153477,0.9760348583877996,0.7638533674339301,0.6517125796800236,0.6517125796800236,353,265,0.0,0.0,1
2,18,3240.0,54.0,G1,2,-1,-1,-1,3181.7325227963524,2581.5,11600.0,1157.0,0.5776901917449936,2632.0,88019.5390625,67.03857982087737,50.08266561683567,57.88926050437117,0.9798957557706628,0.7313142539594332,0.4765404498886915,0.4765404498886915,298,276,0.0,0.0,1
3,18,3240.0,54.0,G1,2,-1,-1,-1,3480.238863783086,3057.0,9208.0,1804.0,0.3742781000274263,1549.0,43532.2734375,46.90005059708874,42.10915162813954,44.40999949104669,0.981000633312223,0.80175983436853,0.8333923770613613,0.8333923770613613,298,330,0.0,0.0,1
4,18,3240.0,54.0,S,0,1,17,-1,3216.8652849740934,3021.0,6631.0,1729.0,0.3072571519919783,193.0,1763.5062255859375,17.92105776910236,13.922886769002693,15.67594437773643,0.9554455445544554,0.7095588235294118,1.8157293243539303,1.8157293243539303,320,250,0.0,0.0,1
1,19,3420.0,57.0,S,2,4,-1,17,3271.570938215103,2764.0,13522.0,1511.0,0.4760122768110872,1748.0,51835.609375,50.008984724986256,44.56789880920595,47.17650606177894,0.9814710836608648,0.7768888888888889,0.2159010312166995,0.2159010312166995,353,265,0.0,0.0,1
2,19,3420.0,57.0,G1,2,-1,-1,-1,3149.404952380952,2539.0,12684.0,1088.0,0.5897376143744935,2625.0,87951.09375,66.7726521643152,50.16042380253528,57.81222885281108,0.9824101796407184,0.729369269241456,0.6154494478788133,0.6154494478788133,299,277,0.0,0.0,1
3,19,3420.0,57.0,G1,2,-1,-1,-1,3702.456495828367,3146.0,10051.0,1699.0,0.4169214600736626,1678.0,47936.93359375,49.886284283629024,42.84716204592356,46.2222452512381,0.9761489237929027,0.7782931354359925,3.211547726964836,3.211547726964836,298,333,0.0,0.0,1
4,19,3420.0,57.0,S,0,1,17,-1,3142.5409836065573,2914.0,7127.0,1636.0,0.3281001361974044,244.0,2496.189208984375,20.12307100930743,15.629999880048397,17.625846048215095,0.9568627450980391,0.7134502923976608,1.3245043250383832,1.3245043250383832,320,249,0.0,0.0,1
1,20,3600.0,60.0,S,2,4,-1,17,3155.608543007607,2707.0,10740.0,1413.0,0.4637371264359243,1709.0,50256.7578125,49.29450144408074,44.20482838686759,46.64725481689563,0.9737891737891736,0.7595555555555555,0.34638882760198,0.34638882760198,353,265,0.0,0.0,1
2,20,3600.0,60.0,G1,2,-1,-1,-1,3140.416130253692,2515.0,11163.0,1077.0,0.5828847341234193,2641.0,88842.390625,66.8827382151631,50.38496538594456,57.98815083830114,0.975979305247598,0.7097554420854609,0.0330640010047432,0.0330640010047432,299,277,0.0,0.0,1
3,20,3600.0,60.0,G1,2,-1,-1,-1,3706.477594339623,3149.5,10240.0,1824.0,0.4185854249801875,1696.0,48556.4296875,50.3151558544102,42.949104589874,46.46949825284146,0.9775216138328532,0.7709090909090909,0.7760159713404148,0.7760159713404148,298,334,0.0,0.0,1
4,20,3600.0,60.0,S,0,1,17,-1,3103.733333333333,2859.0,7362.0,1639.0,0.3253805654938095,300.0,3526.849365234375,21.66078184876485,17.945226438316162,19.5441004761168,0.9584664536741214,0.7142857142857143,0.7459550592371967,0.7459550592371967,320,248,0.0,0.0,1
1,21,3780.0,63.0,S,2,4,-1,17,3204.0081585081584,2705.5,12912.0,1572.0,0.4833094256060325,1716.0,50371.57421875,49.57001166920231,44.12352286040913,46.74268989655537,0.9766647694934548,0.7626666666666667,0.3136221708807822,0.3136221708807822,353,265,0.0,0.0,1
2,21,3780.0,63.0,G1,2,-1,-1,-1,3227.4213859910583,2535.5,11481.0,975.0,0.6124215639893396,2684.0,91280.40625,67.2447074459685,50.90169404388912,58.45831795449795,0.9824304538799414,0.7333333333333333,0.4431016223306092,0.4431016223306092,299,277,0.0,0.0,1
3,21,3780.0,63.0,G1,2,-1,-1,-1,3889.614124293785,3208.5,13360.0,1791.0,0.4491179486303207,1770.0,51618.11328125,51.55293330475929,43.74405034448041,47.4724551101082,0.9816971713810316,0.7887700534759359,0.5963174598446169,0.5963174598446169,298,335,0.0,0.0,1
4,21,3780.0,63.0,S,0,1,17,-1,3079.188790560472,2749.0,8337.0,1589.0,0.3438657477608963,339.0,4242.69482421875,23.272847908850338,18.896346637066525,20.775663783985824,0.9603399433427762,0.7018633540372671,0.6342780351909201,0.6342780351909201,320,248,0.0,0.0,1
1,22,3960.0,66.0,S,2,4,-1,17,3108.878063359235,2697.0,12108.0,1423.0,0.4576141453383424,1673.0,48203.2734375,49.220691003063855,43.33588671053308,46.15332878939424,0.9783625730994152,0.7781395348837209,0.161080837757106,0.161080837757106,353,265,0.0,0.0,1
2,22,3960.0,66.0,G1,2,-1,-1,-1,3214.2145536384096,2579.5,11429.0,1015.0,0.590145589826156,2666.0,89732.703125,67.53516864479454,50.35606440078795,58.261965520088175,0.9805075395365944,0.7284153005464481,0.3047212959037282,0.3047212959037282,299,277,0.0,0.0,1
3,22,3960.0,66.0,G1,2,-1,-1,-1,3764.4454649827785,3173.0,10796.0,1843.0,0.4250948168567154,1742.0,50344.203125,51.21226077756557,43.3581506058238,47.09546991939515,0.978102189781022,0.7762923351158645,0.3179008385231787,0.3179008385231787,298,335,0.0,0.0,1
4,22,3960.0,66.0,S,0,1,17,-1,3010.2809278350514,2671.0,9021.0,1668.0,0.3360751424563719,388.0,5216.896484375,24.577125747795684,20.29484193014305,22.22649192646566,0.97,0.7334593572778828,1.0602873084973743,1.0602873084973743,321,247,0.0,0.0,1
1,23,4140.0,69.0,S,2,4,-1,17,3133.019631171921,2691.0,11797.0,1433.0,0.4628231159602552,1681.0,48757.12890625,49.158917997928654,43.60955925943532,46.26354585091602,0.9796037296037295,0.7796846011131725,0.3838192659382693,0.3838192659382693,353,266,0.0,0.0,1
2,23,4140.0,69.0,G1,2,-1,-1,-1,3350.4613977314307,2627.0,12683.0,1008.0,0.6105187118600285,2733.0,93061.9375,68.46684593232789,50.92111822106647,58.98952174548629,0.9838012958963284,0.7346774193548387,0.5425613777293091,0.5425613777293091,299,277,0.0,0.0,1
3,23,4140.0,69.0,G1,2,-1,-1,-1,3773.621076233184,3146.0,11246.0,1884.0,0.4336680123464718,1784.0,51995.34375,52.02318565963304,43.694494078716325,47.659829498305285,0.9796814936847886,0.7950089126559715,0.8049718585440917,0.8049718585440917,298,336,0.0,0.0,1
4,23,4140.0,69.0,S,0,1,17,-1,2958.254156769596,2715.0,7897.0,1636.0,0.3075545564215421,421.0,5820.998046875,25.904880029570524,20.87291733880573,23.152404806704283,0.9700460829493088,0.7309027777777778,0.6808133597947822,0.6808133597947822,320,246,0.0,0.0,1
1,24,4320.0,72.0,S,2,4,-1,17,3067.597597597597,2652.0,12203.0,1294.0,0.4757583332589146,1665.0,48166.46875,48.794593299369225,43.49972097993569,46.04284789176323,0.9765395894428152,0.7722634508348795,0.3229832798700935,0.3229832798700935,353,266,0.0,0.0,1
2,24,4320.0,72.0,G1,2,-1,-1,-1,3371.6644688644687,2655.5,11978.0,1016.0,0.6097761749952436,2730.0,92865.9375,68.39094060803382,50.922726715693045,58.9571366089551,0.9802513464991024,0.7218402961396087,0.541239231501636,0.541239231501636,298,278,0.0,0.0,1
3,24,4320.0,72.0,G1,2,-1,-1,-1,3690.560520361991,3133.5,11973.0,1659.0,0.4270325448739388,1768.0,51288.609375,51.799884937006496,43.51273348414199,47.44562693327772,0.9767955801104972,0.7703703703703704,0.7661568453901149,0.7661568453901149,298,336,0.0,0.0,1
4,24,4320.0,72.0,S,0,1,17,-1,2870.864118895966,2633.0,7407.0,1467.0,0.3045391700125417,471.0,6887.2646484375,27.41381895763664,21.995755864541326,24.48868770616877,0.9711340206185568,0.7246153846153847,0.6119916265678297,0.6119916265678297,320,246,0.0,0.0,1
1,25,4500.0,75.0,S,2,4,-1,17,3140.0514792899407,2668.0,13731.0,1399.0,0.4917995398465022,1690.0,48887.5,49.53176689135428,43.50613695880579,46.38722701997205,0.9837019790454016,0.786046511627907,0.4988076910602278,0.4988076910602278,353,266,0.0,0.0,1
2,25,4500.0,75.0,G1,2,-1,-1,-1,3169.7863344658363,2581.0,12000.0,1044.0,0.5837920809617477,2649.0,89047.4140625,67.12411609695032,50.32507140163846,58.07591199459072,0.9847583643122676,0.7483050847457627,0.7687277621825916,0.7687277621825916,298,279,0.0,0.0,1
3,25,4500.0,75.0,G1,2,-1,-1,-1,3668.898518924849,3090.0,10767.0,1739.0,0.4382160952637771,1823.0,53729.27734375,52.58071809593472,44.19683396556476,48.17795855006936,0.9801075268817204,0.7790598290598291,0.6925596905775304,0.6925596905775304,298,337,0.0,0.0,1
4,25,4500.0,75.0,S,0,1,17,-1,2934.355140186916,2612.0,7338.0,1663.0,0.3120340960344799,535.0,8315.8603515625,29.334862157602995,23.34952555853216,26.099485750361293,0.970961887477314,0.7076719576719577,1.175892781809126,1.175892781809126,319,245,0.0,0.0,1
1,26,4680.0,78.0,S,2,4,-1,17,3135.61620977354,2673.0,12581.0,1505.0,0.4922101024115777,1678.0,48399.796875,49.354776582757374,43.35320372233987,46.2222452512381,0.9738827626233314,0.7627272727272727,0.3847475462013994,0.3847475462013994,353,267,0.0,0.0,1
2,26,4680.0,78.0,G1,2,-1,-1,-1,3187.927514231499,2611.0,13129.0,1037.0,0.5865983801035962,2635.0,88994.3125,66.56374055526045,50.50006424226321,57.92224270845488,0.9817436661698956,0.7319444444444444,0.6066383591281624,0.6066383591281624,298,279,0.0,0.0,1
3,26,4680.0,78.0,G1,2,-1,-1,-1,3448.432222222222,2959.5,9364.0,1760.0,0.4163579396977392,1800.0,52341.3515625,52.66089561333512,43.58586954299188,47.873073648171925,0.9793253536452666,0.7692307692307693,0.7351557429836473,0.7351557429836473,298,338,0.0,0.0,1
4,26,4680.0,78.0,S,0,1,17,-1,2883.012259194396,2563.0,9339.0,1537.0,0.3410927666134893,571.0,9206.38671875,30.36661475984764,24.06465524303262,26.963304323539017,0.9744027303754266,0.7283163265306123,0.541191080801651,0.541191080801651,318,245,0.0,0.0,1
1,27,4860.0,81.0,S,2,4,-1,17,3174.655432887856,2683.0,16027.0,1455.0,0.5093387330897127,1721.0,49917.859375,50.299734391237216,43.64055487551589,46.81073868771156,0.9783968163729392,0.7669340463458111,1.0855138210820767,1.0855138210820767,353,266,0.0,0.0,1
2,27,4860.0,81.0,G1,2,-1,-1,-1,3049.755401234568,2536.0,14147.0,1044.0,0.5788164726024055,2592.0,87547.09375,65.45027285450728,50.5592863219117,57.44768837780631,0.9818181818181818,0.7326172979084229,0.8303993708404449,0.8303993708404449,298,280,0.0,0.0,1
3,27,4860.0,81.0,G1,2,-1,-1,-1,3122.058352402746,2737.0,8128.0,1529.0,0.3944907894792148,1748.0,48992.328125,52.89004833433504,42.20656462700814,47.17650606177894,0.9787234042553192,0.7768888888888889,2.187814908981282,2.187814908981282,300,337,0.0,0.0,1
4,27,4860.0,81.0,S,0,1,17,-1,2939.179487179488,2562.5,11091.0,1631.0,0.3523737305713528,624.0,10587.5693359375,31.44414618510408,25.419633449499205,28.18690255978371,0.968944099378882,0.6933333333333334,0.4167071732593052,0.4167071732593052,318,245,0.0,0.0,1
